,name,size,size_bmp,size_quant,size_golomb,psnr
0,Aerial.bmp,"(512, 512)",2097152,442368.0,418690,29.724968815936315
1,airfield.bmp,"(512, 512)",2097152,442368.0,415511,28.861859513310474
2,airplane.bmp,"(512, 512)",2097152,442368.0,392948,34.31526575673904
3,baboonTMW.bmp,"(512, 512)",2097152,442368.0,413964,26.847259832045168
4,balloon.bmp,"(576, 720)",3317760,614016.0,508784,42.21642145002861
5,balloon_noise.bmp,"(576, 720)",3317760,614016.0,509025,42.016861363416886
6,BARB.bmp,"(576, 720)",3317760,614016.0,544999,32.164662452728756
7,BARB2.bmp,"(576, 720)",3317760,614016.0,544151,31.592431186758695
8,barb512.bmp,"(512, 512)",2097152,442368.0,399722,31.754176129966165
9,BOARD.bmp,"(576, 720)",3317760,614016.0,511029,37.47698569575134
10,boat512.bmp,"(512, 512)",2097152,442368.0,400158,32.79923575208674
11,boats.bmp,"(576, 720)",3317760,614016.0,529477,35.115117582239954
12,bridge.bmp,"(512, 512)",2097152,442368.0,414663,28.941370411485625
13,bridge256.bmp,"(256, 256)",524288,221184.0,215007,30.11720915576678
14,camera256.bmp,"(256, 256)",524288,221184.0,209526,31.285017142814677
15,couple.bmp,"(512, 512)",2097152,442368.0,397762,32.6510376311585
16,couple256.bmp,"(256, 256)",524288,221184.0,208523,37.737656249212115
17,crowd512.bmp,"(512, 512)",2097152,442368.0,410347,33.78266967218266
18,EARTH.bmp,"(256, 256)",524288,221184.0,208073,34.34624070299427
19,elaine.bmp,"(512, 512)",2097152,442368.0,397638,34.923476970772676
20,ELIF.bmp,"(256, 256)",524288,221184.0,207289,40.3133900679564
21,finger.bmp,"(512, 512)",2097152,442368.0,428424,30.334884874849855
22,FROG512.BMP,"(512, 512)",2097152,442368.0,410943,28.19098703242978
23,GIRL.bmp,"(576, 720)",3317760,614016.0,544695,37.72127817562326
24,GOLD.bmp,"(576, 720)",3317760,614016.0,539968,34.59783053417324
25,GOLDHILL.BMP,"(512, 512)",2097152,442368.0,399438,34.06184167954523
26,harbour512.bmp,"(512, 512)",2097152,442368.0,392134,29.700472362853546
27,HOTEL.bmp,"(576, 720)",3317760,614016.0,540075,33.13322001642056
28,lax512.bmp,"(512, 512)",2097152,442368.0,404805,28.511008014379534
29,lenaTMW.bmp,"(512, 512)",2097152,442368.0,397112,33.98523554540064
30,lennagrey.bmp,"(512, 512)",2097152,442368.0,393389,35.30321851194989
31,man512.bmp,"(512, 512)",2097152,442368.0,405215,33.06641880338459
32,noisesquare.bmp,"(256, 256)",524288,221184.0,206505,34.62366467565489
33,OMAHA.bmp,"(256, 256)",524288,221184.0,218196,25.941985647450313
34,peppersTMW.bmp,"(512, 512)",2097152,442368.0,394452,34.913554390491065
35,SAILBOAT.bmp,"(512, 512)",2097152,442368.0,400820,32.827823272778545
36,seismic.bmp,"(512, 512)",2097152,442368.0,385305,43.694805517698796
37,SENA.bmp,"(256, 256)",524288,221184.0,207033,40.26002398865692
38,SENSIN.bmp,"(256, 256)",524288,221184.0,212136,39.07035778886129
39,shapes.bmp,"(512, 512)",2097152,442368.0,377795,39.5774111824207
40,SINAN.bmp,"(256, 256)",524288,221184.0,210196,40.48316266489229
41,Tank512.bmp,"(512, 512)",2097152,442368.0,398440,35.00685707896417
42,Truck512.bmp,"(512, 512)",2097152,442368.0,401121,35.70523969434424
43,woman1.bmp,"(512, 512)",2097152,442368.0,397012,32.899419223775666
44,woman2.bmp,"(512, 512)",2097152,442368.0,382692,40.708724164233956
45,ZELDA.bmp,"(576, 720)",3317760,614016.0,521621,38.68127180008627
