,name,psnr,ssim,mse,nrmse,psnr_skimage
0,Aerial.bmp,31.32541407836928,0.8386391724444555,206.55818557739258,0.07775877995268549,24.980379508041395
1,airfield.bmp,30.840608474343007,0.7333109685372988,616.7392997741699,0.15972290742528106,20.229787375084804
2,airplane.bmp,34.493424181760446,0.9168062845320907,59.9445915222168,0.04194071642916484,30.353303557185573
3,baboonTMW.bmp,29.83754867376419,0.7408049922683088,302.0102119445801,0.12787834890567765,23.330587327577827
4,balloon.bmp,39.50243070059055,0.9595239347371619,31.98690441743827,0.050708062686621376,33.0810814827601
5,balloon_noise.bmp,39.6093839700771,0.9584245514407596,12.200262827932098,0.03144562077863654,37.26711174169302
6,BARB.bmp,31.996066415332226,0.8581781464068943,123.85962336033951,0.09268618073978725,27.20150605820669
7,BARB2.bmp,31.95456094545265,0.8645146770905258,120.04717399691359,0.08734281749724715,27.337284199816708
8,barb512.bmp,31.859471925632192,0.850585175209568,129.98178100585938,0.08805716022262704,26.99197877508147
9,BOARD.bmp,36.17080068929098,0.92015034358891,83.24376205632716,0.07792621052566957,28.92728661704779
10,boat512.bmp,32.681597157847754,0.8484366221481902,88.51311492919922,0.06824859516891492,28.66072736278629
11,boats.bmp,34.28213832757798,0.9070791561896951,53.1166690779321,0.05618583934209651,30.878495280627426
12,bridge.bmp,30.424394755987485,0.7809866840897134,289.7193717956543,0.13478852668684596,23.51102826027678
13,bridge256.bmp,30.04435389206516,0.7730702337389502,352.6494445800781,0.14956106042413367,22.657371566969232
14,camera256.bmp,33.169167209377555,0.8418049035307906,302.63372802734375,0.12973001359831185,23.32163033083291
15,couple.bmp,32.54610420966661,0.8540055591468754,116.57757568359375,0.08384152832698091,27.464653412636668
16,couple256.bmp,34.70328572910704,0.8458152672480047,314.6729278564453,0.3886281810212558,23.152209798495093
17,crowd512.bmp,33.38501674937262,0.8991059917237398,136.98405838012695,0.11872159093775818,26.76410332108461
18,EARTH.bmp,32.8265521424236,0.8644702387256692,296.3902587890625,0.17839714614235222,23.412164349198555
19,elaine.bmp,33.28750756223752,0.8332541856318123,45.96888732910156,0.04710831641796688,31.506163690314473
20,ELIF.bmp,37.14879246147264,0.949755899133458,21.990341186523438,0.062388699013224524,34.708483932499604
21,finger.bmp,29.72652473142617,0.8781411809223795,157.70441818237305,0.10126130084726996,26.152365003522835
22,FROG512.BMP,29.7112003801711,0.6617405756134396,412.7294807434082,0.15862424931533514,21.97414869778449
23,GIRL.bmp,35.2599071613116,0.9162691391602535,32.79784673996914,0.04055903689006557,32.972350287308124
24,GOLD.bmp,33.43398621247646,0.8647414505354466,51.04973234953704,0.062485720762063664,31.05086891417045
25,GOLDHILL.BMP,32.90219077577412,0.8542973856997071,59.053672790527344,0.06271789327231309,30.418334475203054
26,harbour512.bmp,32.12879143745638,0.829542055079438,158.32623672485352,0.09527957746558244,26.135274717751745
27,HOTEL.bmp,33.20534751300367,0.8844208710283485,103.70869743441358,0.09360521022661646,27.972651812447285
28,lax512.bmp,30.733881589528377,0.7202400720764971,199.02941131591797,0.15812126242668736,25.141631024059798
29,lenaTMW.bmp,33.64026473120798,0.8605686266674688,86.78558349609375,0.08296881719660523,28.746327731118555
30,lennagrey.bmp,34.6300615351329,0.8988393396520977,46.31388854980469,0.05133143219747005,31.473691146434977
31,man512.bmp,33.05758604795192,0.8634850663457692,75.8625717163086,0.07176178233102241,29.330527998110426
32,noisesquare.bmp,31.067677187850833,0.6711970605546855,58.4697265625,0.039840381296129566,30.461492980324234
33,OMAHA.bmp,29.37932515817547,0.7235641981672863,673.8001098632812,0.1497591410125235,19.845492834109763
34,peppersTMW.bmp,34.265374728240765,0.8675957997703987,93.76945495605469,0.07372324057265738,28.410189692308574
35,SAILBOAT.bmp,32.74811020390896,0.8587633319678234,106.02894973754883,0.07590916427493608,27.876559013134106
36,seismic.bmp,39.32543351479856,0.9672450250327133,8.685005187988281,0.022932735763639852,38.74310278658885
37,SENA.bmp,36.786062286709324,0.9415360493606341,27.621505737304688,0.058631905755730886,33.71833011187996
38,SENSIN.bmp,34.98361369932981,0.9417531169603575,32.74591064453125,0.05317750762524802,32.97923288460833
39,shapes.bmp,37.76862137980005,0.9365986181837364,81.16170883178711,0.10208896582513444,29.037291784898095
40,SINAN.bmp,36.004229545095235,0.9434093547337641,30.180923461914062,0.04190058714747734,33.3334783688368
41,Tank512.bmp,33.414858699602355,0.8324888820753025,41.127479553222656,0.04746155924935413,31.989482657440437
42,Truck512.bmp,33.79107718317965,0.8703882353299158,37.876548767089844,0.055705917938618704,32.34709960750315
43,woman1.bmp,33.235522795583826,0.839538054052355,212.14478302001953,0.10288559526436131,24.864480046308245
44,woman2.bmp,38.422679349342246,0.9489259420821494,22.523845672607422,0.038206569747981346,34.604378178588846
45,ZELDA.bmp,36.874901530430655,0.9249145797437486,28.95705295138889,0.046001212577106036,33.51326000583012
