,name,psnr,ssim,mse,nrmse,psnr_skimage,distortions
0,Aerial.bmp,30.37857712552318,0.7402169207694943,268.9951972961426,0.08873613238696192,23.83335834792653,"[inf, 64.03033317563808, 57.11681474735634, 55.50749212920327, 54.71105165726091, 54.272460986441814, 53.97926285618275, 53.786598402254086, 53.621517002367725, 53.509540671963336, 53.43114692884648, 53.37915476067285, 53.34780536407353, 53.3146782649112, 53.29491678761333, 53.26851671385212, 53.23854651560524, 53.22209193451798, 53.21661620117298, 53.21668604404614, 53.219461479139596, 53.22175641545425, 53.224814267022964, 53.2292507087004, 53.23374268521992, 53.23252077906663, 53.228440658168815, 53.2205949864061, 53.214013699591476, 53.20989412745726, 53.207423796103086, 53.20703097156447, 53.2060062448859, 53.203156413508964, 53.20211511977007, 53.200578126292534, 53.198647288286146, 53.19611503106043, 53.19625725577695, 53.194916472667856, 53.193947830948744, 53.19414155149967, 53.19240692955175, 53.188940160436445, 53.19016579420554, 53.18983758376649, 53.187332860484176, 53.18358024865996, 53.17963641750123, 53.176228644501904]"
1,airfield.bmp,29.83208183695976,0.6138922782606622,305.7524642944336,0.11246085432483847,23.277103948319947,"[inf, 71.21460547671788, 61.39477957610407, 59.66922546206007, 59.07204146612277, 58.82333585027256, 58.67026212649093, 58.57681820851236, 58.52420900554515, 58.49260285751957, 58.45908643205177, 58.424913625344644, 58.404328622487235, 58.39446899833324, 58.38543013024278, 58.37348143568855, 58.366131995060115, 58.35501332121929, 58.34325428569108, 58.333381633192275, 58.323104365988, 58.303223289836545, 58.288114555501856, 58.28237559978557, 58.2694327740202, 58.25764317463859, 58.24759628417109, 58.23989359094189, 58.23247405972481, 58.22528355481166, 58.224207931933535, 58.22421681355132, 58.22365329146086, 58.22376955109655, 58.22250114444307, 58.22221749906831, 58.220796573810944, 58.21981208102962, 58.21845322627103, 58.21806945252334, 58.216633333693835, 58.21621463552141, 58.21626676413186, 58.21453725133555, 58.213699987127754, 58.21223560596874, 58.210820126630594, 58.20959493107267, 58.209033023268454, 58.20739001252471]"
2,airplane.bmp,32.784836392693514,0.8365084918340884,112.19613647460938,0.05737857961373253,27.63102458819847,"[inf, 43.16813555439736, 34.485571771323656, 33.20067170890292, 32.69126909758738, 32.40699173896306, 32.170407448616416, 31.990682424587128, 31.8513218598683, 31.733013801582008, 31.61848140328699, 31.49949277343432, 31.368289443490568, 31.22812923598406, 31.07934467012169, 30.93740560385981, 30.815125213810504, 30.68680093088954, 30.57259477577493, 30.44300368454644, 30.313955961463872, 30.19224100737808, 30.083655965213374, 29.99695679330704, 29.92179351202847, 29.847356842073165, 29.80183792209197, 29.775916980904242, 29.751976360731266, 29.72513712867066, 29.700746453220283, 29.685849784765562, 29.680236165998483, 29.67115991785616, 29.664626792010633, 29.660597854306943, 29.655486159138917, 29.652647908025475, 29.65604170453086, 29.663750382852356, 29.66644961595299, 29.665799886540956, 29.652728504439622, 29.62255047495832, 29.59697551249934, 29.58177697674022, 29.573889279387064, 29.566397418950498, 29.561188335342326, 29.556983284814848]"
3,baboonTMW.bmp,29.260909965824354,0.6158927414018687,387.1734199523926,0.1447901351696533,22.251748261887787,"[inf, 84.01477394127963, 73.74542200332044, 72.03451934698009, 71.26378272047216, 70.83307335543753, 70.56705337900016, 70.38050252249315, 70.2284824802565, 70.13406372428376, 70.06764993678814, 70.02757633632852, 69.99366514584818, 69.96810355173075, 69.95040786533842, 69.9391771872327, 69.92904372992767, 69.9190591930319, 69.91318910939835, 69.90748557015117, 69.90281577699456, 69.89421917296087, 69.88623127055007, 69.87655408505528, 69.87223208138028, 69.86689550445564, 69.86334302883249, 69.8629113440588, 69.85914315447465, 69.8544374884493, 69.85024540112283, 69.84784962005739, 69.84408541863773, 69.84325254372055, 69.8416901364949, 69.84047321536615, 69.84007047419846, 69.83815724706201, 69.83750000990247, 69.83670391239268, 69.83585021490386, 69.83503230179721, 69.83479340932519, 69.83504068934815, 69.83439161354306, 69.83365001340707, 69.8328064798674, 69.83312435957424, 69.8335293097155, 69.83245595381047]"
4,balloon.bmp,35.52532298597456,0.8818619286276214,32.55825858410494,0.0511589351544501,33.004191927692666,"[inf, 23.977760002914273, 19.520540091176148, 18.659920572590867, 17.94049949938918, 17.469421054667837, 17.150964226496747, 16.93046068156053, 16.80987336884036, 16.715569792245983, 16.638135244710146, 16.577149734239256, 16.524997825623203, 16.4850938479923, 16.453265158035993, 16.4269250598663, 16.4061166761545, 16.3905472531204, 16.380871197993947, 16.3733163751678, 16.366077578465386, 16.35920092576287, 16.350023906682818, 16.344690770210807, 16.339758372984374, 16.336425104280373, 16.33439236664231, 16.334252996518824, 16.334757614746405, 16.336764633839916, 16.337403745255816, 16.33763264569699, 16.337595693399052, 16.337300403829282, 16.337006491366804, 16.336534276485146, 16.33671998516786, 16.33586190586152, 16.33470484543839, 16.333866905098205, 16.33127762790655, 16.327465213067455, 16.32341066665055, 16.319375789237338, 16.316050344700248, 16.311810639635006, 16.30418652843619, 16.298789063685007, 16.29242842738326, 16.283605205364882]"
5,balloon_noise.bmp,35.528775174866176,0.8769108489292892,33.38452208719136,0.05201734252858023,32.895351973534105,"[inf, 22.027641319299697, 18.756459568543672, 17.86140791140772, 17.397783794614586, 17.125140514988317, 17.014439253091954, 16.95236188511969, 16.90668881379332, 16.874240141441007, 16.851410756954632, 16.838496545110686, 16.82549365192468, 16.815130217190696, 16.808260059195163, 16.801060158816743, 16.793712208727978, 16.783001355097753, 16.774041934247155, 16.76615121709884, 16.763314642653686, 16.760272148483914, 16.759402908021638, 16.752680371500457, 16.747923819112053, 16.74475442609168, 16.74298564794567, 16.740831976261166, 16.737299622031816, 16.730544017244934, 16.723557639152222, 16.717730188568723, 16.715098767503154, 16.7092733255637, 16.700733067917113, 16.68922011975077, 16.677939586283397, 16.67037129005907, 16.66761313257033, 16.662782260075055, 16.659528945380256, 16.658551609239883, 16.656318115522495, 16.654911827741635, 16.648792956514345, 16.64082722526686, 16.63377450645452, 16.6275993912689, 16.618182563597234, 16.608062613427922]"
6,BARB.bmp,30.485877687950694,0.7130539984250692,223.321981095679,0.12445600186911923,24.641488890336646,"[inf, 59.884422400502146, 53.58386965608261, 52.36291373163725, 51.57627144646617, 51.06100013887574, 50.698897550852585, 50.38989189069662, 50.09012043541899, 49.82371410840495, 49.62211052245157, 49.45661035657419, 49.29212016256987, 49.15124928528736, 49.04353127276565, 48.97371092015102, 48.923286500262684, 48.87948050550012, 48.85287888102836, 48.833169623777806, 48.81256808819216, 48.796889401647235, 48.77957921586098, 48.762108593975505, 48.74868589842146, 48.73877941254735, 48.7245117324575, 48.70844582127837, 48.696279601781924, 48.68191721613039, 48.66792362793979, 48.65570695732788, 48.64566051680767, 48.635687437666995, 48.62507108115175, 48.60840067914892, 48.57991751418495, 48.558767801628896, 48.54670378378266, 48.53346943587475, 48.51992794066095, 48.50856655174597, 48.492106452605015, 48.47591969133952, 48.45872789724943, 48.4458216659536, 48.42974792246996, 48.41461678774115, 48.4034655684611, 48.3942537017354]"
7,BARB2.bmp,30.650269011139688,0.7500983318935005,199.63944106867285,0.11263526870662834,25.128340155680903,"[inf, 60.5104278478712, 51.17103854749932, 49.048288513761364, 48.36315325803544, 48.00077548232856, 47.80309693878841, 47.68717371478069, 47.596188810369604, 47.51064928471464, 47.42132751111536, 47.334013266195754, 47.25222292249042, 47.18030523693694, 47.11850615694722, 47.064541111641354, 47.02253437291179, 46.975775581508785, 46.927871234224135, 46.87388350257589, 46.81054385780831, 46.75311136802506, 46.701780175443844, 46.65841435677792, 46.627415102880995, 46.59156741723165, 46.55110889438352, 46.50894432036851, 46.46753224271417, 46.42484762051873, 46.392608849619435, 46.369114620860394, 46.34955025800956, 46.32865820944043, 46.314837814475034, 46.30496490751204, 46.29218885013492, 46.26604725017694, 46.24356788231409, 46.228314124924516, 46.20771317799646, 46.19472221491311, 46.18594187779163, 46.184235526426825, 46.185984164058056, 46.18817370752737, 46.18973417044768, 46.18943407335888, 46.19402983031176, 46.19630550887083]"
8,barb512.bmp,30.42178735239741,0.696667895921558,240.25967025756836,0.11971921826406176,24.323994841736074,"[inf, 62.81202731662106, 53.59464274035728, 52.276298140842215, 51.64178836854876, 51.31221424072098, 51.11187814897235, 50.95959825963752, 50.843741530509305, 50.74475803366077, 50.63997304180245, 50.52942341733207, 50.43831575359755, 50.371526411366254, 50.31882691606161, 50.2765719398075, 50.24092681735851, 50.21720652689119, 50.20377802255706, 50.193353847525415, 50.18343413747685, 50.17430887187787, 50.165209324058154, 50.16442771996214, 50.162351814173306, 50.16333432549038, 50.16113298156503, 50.15561592186272, 50.14700683501468, 50.14129506792729, 50.136485371950776, 50.13029003552329, 50.1262938670782, 50.120701508729596, 50.116117638020434, 50.11622184274144, 50.118545196349956, 50.11685827185838, 50.117000724041276, 50.115120405429444, 50.11752542276608, 50.121381165921136, 50.11969143016729, 50.11933387558183, 50.12036129590088, 50.11928503183025, 50.118527883997075, 50.11809141227084, 50.11631662762068, 50.115409162536174]"
9,BOARD.bmp,33.7716823163681,0.8549427090479295,71.18981240354938,0.07206371253968026,29.606625123642658,"[inf, 33.462036702176114, 27.94781747878148, 26.666655948169176, 25.632988338401578, 25.14614779319656, 24.783753364406095, 24.50991830377597, 24.27736152680652, 24.11492767647475, 24.05865646781784, 24.016896000378452, 23.986449989422546, 23.95591613206924, 23.923286511973608, 23.897899074320314, 23.867438288250888, 23.831784397761457, 23.795810741016616, 23.764200265684234, 23.739617577053327, 23.718671605994295, 23.694551647832846, 23.668059566874437, 23.638672494929743, 23.629704055520964, 23.65052174643408, 23.6550720894082, 23.662813198551248, 23.67189101515318, 23.672132605596715, 23.673219966109407, 23.67619163580126, 23.670313230757422, 23.658604313453147, 23.614227391368708, 23.537762725639876, 23.47741675937785, 23.441061703244944, 23.427322106849246, 23.418596569980433, 23.41554360813965, 23.4108091294043, 23.40820332659021, 23.402940917155853, 23.39595136172226, 23.394105189349276, 23.396894879413214, 23.403427363941283, 23.40974612072725]"
